음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
도시의어부 상암점,한식,3.768805,서울 마포구 상암동 35-7,마름모커피,서울 마포구 상암동 1514,3.7565913,전쟁과여성인권박물관,서울 마포구 성산동 39-13,월드컵공원나들길,서울 마포구 상암동,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
마야콩짜장,중식,3.5338192,서울 마포구 성산동 152-1,비스트로에버,서울 마포구 상암동 34-101,3.7565913,중소기업역사관,서울 마포구 상암동 1622,마포난지생명길,서울 마포구 상암동,온천장여관,모텔,0.60531545,서울 은평구 수색동 378-1
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,스타벅스 디지털미디어시티역,서울 마포구 상암동 1623,3.7565908,류아트센터,서울 서대문구 연희동 446-176,망원 초록길,서울 마포구 망원동 218-7,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
김영섭초밥,일식,3.3447227,서울 마포구 상암동 42-20,하이오커피 마포구청점,서울 마포구 성산동 593-7,3.7565913,전쟁과여성인권박물관,서울 마포구 성산동 39-13,투모로우바이투게더숲,서울 마포구 상암동 482-220,온천장여관,모텔,0.60531545,서울 은평구 수색동 378-1
김경자대구왕뽈찜 상암점,한식,3.768805,서울 마포구 성산동 533-1,카페훈훈,서울 마포구 상암동 1523,3.7565913,반딧불이생태관,서울 마포구 상암동 481-6,문빈 숲 2호,서울 마포구 상암동 482-233,스탠포드호텔 서울,호텔,3.727446,서울 마포구 상암동 1587
서노스시,일식,3.3447227,서울 마포구 성산동 278-22,투썸플레이스 디지털미디어시티역점,서울 마포구 상암동 1622,3.7565913,스페이스소,서울 마포구 서교동 458-18,세븐틴숲,서울 마포구 상암동 481-34,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
마야콩짜장,중식,3.5338192,서울 마포구 성산동 152-1,82년생김민경X카페르세,서울 마포구 상암동 1615,3.7565913,제일라아트홀,서울 마포구 상암동 30-2,손나은숲,서울 마포구 상암동 1535,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
스시린,일식,3.3447227,서울 마포구 성산동 590-5,"here,coffee",서울 마포구 상암동 1618,3.7565913,풋볼팬타지움,서울 마포구 성산동 516,박시환숲,서울 마포구 상암동 1535,앨비어러스,호텔,3.727446,서울 마포구 망원동 405-27
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,82년생김민경X카페르세,서울 마포구 상암동 1615,3.7565913,스페이스소,서울 마포구 서교동 458-18,세븐틴숲,서울 마포구 상암동 481-34,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,우드브루 카페,서울 마포구 성산동 200-6,3.7565913,어거스트 엘리오,서울 마포구 망원동 409-41,새터산,서울 마포구 성산동 산 37-1,성미모텔,모텔,0.60531545,서울 마포구 성산동 252-4
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,카페 고잉홈,서울 마포구 망원동 468-17,3.7565913,이스포츠 명예의 전당,서울 마포구 상암동 1648,서울둘레길 15코스 복원된 자연길,서울 마포구 상암동 482-49,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
